grid_cell,cell_lat,cell_lon,risk_score,risk_label,risk_flag,target_nuisance_binary,total_complaints,total_nuisance,open_violations,dist_to_nearest_siren_km,siren_coverage_gap,nuisance_rate,open_violation_rate,chronic_parcel_rate
672539.6100_536706.2600,672539.61,536706.26,0.0,,0,0.0,0.0,0.0,3.0,3848.9046,1,0.0,0.375,8.0
672539.8100_523186.6750,672539.81,523186.675,0.0,,0,0.0,0.0,0.0,1.0,9687.4901,1,0.0,1.0,0.0
672545.7650_563407.5300,672545.765,563407.53,0.0,,0,0.0,0.0,0.0,0.0,6914.2133,1,0.0,0.0,4.0
672548.2950_502145.8150,672548.295,502145.815,0.0,,0,0.0,0.0,0.0,1.0,4476.6208,1,0.0,1.0,0.0
672550.0750_509835.5800,672550.075,509835.58,0.0,,0,0.0,0.0,0.0,1.0,8520.2825,1,0.0,0.5,0.0
672551.0600_542977.5450,672551.06,542977.545,0.0,,0,0.0,0.0,0.0,1.0,8500.9248,1,0.0,0.1667,6.0
672552.7350_491086.7350,672552.735,491086.735,0.0,,0,0.0,0.0,0.0,1.0,7785.1748,1,0.0,0.3333,3.0
672555.5450_552429.6900,672555.545,552429.69,0.0,,0,0.0,0.0,0.0,0.0,6362.7739,1,0.0,0.0,0.0
672555.5550_505716.5900,672555.555,505716.59,0.0,,0,0.0,0.0,0.0,7.0,4794.9169,1,0.0,0.4667,15.0
672555.8500_564297.7200,672555.85,564297.72,0.0,,0,0.0,0.0,0.0,0.0,6681.8594,1,0.0,0.0,0.0
672556.0100_541980.9100,672556.01,541980.91,0.0,,0,0.0,0.0,0.0,0.0,6593.8436,1,0.0,0.0,0.0
672556.6000_502316.7200,672556.6,502316.72,0.0,,0,0.0,0.0,0.0,0.0,7784.2312,1,0.0,0.0,0.0
672558.1650_563682.5700,672558.165,563682.57,0.0,,0,0.0,0.0,0.0,0.0,5100.8431,1,0.0,0.0,0.0
672561.4450_510347.2050,672561.445,510347.205,0.0,,0,0.0,0.0,0.0,4.0,5771.7419,1,0.0,1.0,4.0
672563.9700_524369.3450,672563.97,524369.345,0.0,,0,0.0,0.0,0.0,0.0,6128.6455,1,0.0,0.0,0.0
672564.2400_553946.0050,672564.24,553946.005,0.0,,0,0.0,0.0,0.0,0.0,5764.5942,1,0.0,0.0,0.0
672565.9850_507159.1550,672565.985,507159.155,0.0,,0,0.0,0.0,0.0,6.0,5954.378,1,0.0,0.8571,7.0
672566.3800_534014.8700,672566.38,534014.87,0.0,,0,0.0,0.0,0.0,0.0,6705.4474,1,0.0,0.0,0.0
672566.5050_484538.9100,672566.505,484538.91,0.0,,0,0.0,0.0,0.0,1.0,6241.7194,1,0.0,0.5,0.0
672567.7000_530561.6450,672567.7,530561.645,0.0,,0,0.0,0.0,0.0,0.0,6145.4892,1,0.0,0.0,6.0
672570.8150_495056.3100,672570.815,495056.31,0.0,,0,0.0,0.0,0.0,0.0,6326.995,1,0.0,0.0,0.0
672573.8900_488206.2250,672573.89,488206.225,0.0,,0,0.0,0.0,0.0,0.0,6112.2101,1,0.0,0.0,0.0
672575.3400_484763.5450,672575.34,484763.545,0.0,,0,0.0,0.0,0.0,0.0,6614.5775,1,0.0,0.0,0.0
672576.6350_507679.3050,672576.635,507679.305,0.0,,0,0.0,0.0,0.0,0.0,5686.3504,1,0.0,0.0,0.0
672577.4350_513213.3550,672577.435,513213.355,0.0,,0,0.0,0.0,0.0,0.0,6830.7596,1,0.0,0.0,0.0
672577.6550_563937.8400,672577.655,563937.84,0.0,,0,0.0,0.0,0.0,0.0,6346.9216,1,0.0,0.0,0.0
672579.4300_545476.1350,672579.43,545476.135,0.0,,0,0.0,0.0,0.0,0.0,5405.6422,1,0.0,0.0,0.0
672581.4350_542762.1800,672581.435,542762.18,0.0,,0,0.0,0.0,0.0,1.0,7500.0953,1,0.0,0.3333,3.0
672581.7750_563711.3900,672581.775,563711.39,0.0,,0,0.0,0.0,0.0,0.0,7462.5453,1,0.0,0.0,0.0
672582.1300_507967.2500,672582.13,507967.25,0.0,,0,0.0,0.0,0.0,2.0,6408.0539,1,0.0,0.1818,11.0
672583.8850_508059.2350,672583.885,508059.235,0.0,,0,0.0,0.0,0.0,0.0,4863.2842,1,0.0,0.0,0.0
672584.2300_544785.5100,672584.23,544785.51,0.0,,0,0.0,0.0,0.0,1.0,4856.5618,1,0.0,0.5,0.0
672584.6100_522744.8850,672584.61,522744.885,0.0,,0,0.0,0.0,0.0,0.0,5939.8184,1,0.0,0.0,0.0
672586.1800_554090.8900,672586.18,554090.89,0.0,,0,0.0,0.0,0.0,2.0,5176.5402,1,0.0,0.6667,3.0
672586.8300_554252.3000,672586.83,554252.3,0.0,,0,0.0,0.0,0.0,0.0,7406.6645,1,0.0,0.0,0.0
672586.8750_521785.1500,672586.875,521785.15,0.0,,0,0.0,0.0,0.0,1.0,5360.3947,1,0.0,0.25,4.0
672588.0000_531728.5650,672588.0,531728.565,0.0,,0,0.0,0.0,0.0,0.0,6431.903,1,0.0,0.0,3.0
672588.9400_509378.9500,672588.94,509378.95,0.0,,0,0.0,0.0,0.0,0.0,7436.7647,1,0.0,0.0,0.0
672592.8600_549972.4500,672592.86,549972.45,0.0,,0,0.0,0.0,0.0,0.0,8795.3098,1,0.0,0.0,4.0
672593.9150_489802.8600,672593.915,489802.86,0.0,,0,0.0,0.0,0.0,0.0,7532.8381,1,0.0,0.0,3.0
672594.4700_512253.2000,672594.47,512253.2,0.0,,0,0.0,0.0,0.0,0.0,7994.39,1,0.0,0.0,0.0
672594.8800_511186.4800,672594.88,511186.48,0.0,,0,0.0,0.0,0.0,0.0,7514.1589,1,0.0,0.0,0.0
672597.9150_549340.1000,672597.915,549340.1,0.0,,0,0.0,0.0,0.0,0.0,7960.8982,1,0.0,0.0,0.0
672597.9200_513379.5150,672597.92,513379.515,0.0,,0,0.0,0.0,0.0,0.0,6053.1678,1,0.0,0.0,0.0
672599.5850_506752.8800,672599.585,506752.88,0.0,,0,0.0,0.0,0.0,3.0,9036.8546,1,0.0,0.75,4.0
672599.7700_529820.4550,672599.77,529820.455,0.0,,0,0.0,0.0,0.0,0.0,9637.0848,1,0.0,0.0,0.0
672600.0200_498010.7550,672600.02,498010.755,0.0,,0,0.0,0.0,0.0,4.0,4079.4729,1,0.0,0.3333,12.0
672600.3250_552323.0800,672600.325,552323.08,0.0,,0,0.0,0.0,0.0,0.0,3128.3788,1,0.0,0.0,0.0
672608.8800_533871.8850,672608.88,533871.885,0.0,,0,0.0,0.0,0.0,1.0,8004.6847,1,0.0,0.125,8.0
672609.8550_509604.9450,672609.855,509604.945,0.0,,0,0.0,0.0,0.0,0.0,8614.1979,1,0.0,0.0,0.0
672612.8450_508300.6050,672612.845,508300.605,0.0,,0,0.0,0.0,0.0,0.0,8930.4803,1,0.0,0.0,6.0
672614.3000_541827.8050,672614.3,541827.805,0.0,,0,0.0,0.0,0.0,0.0,5704.5826,1,0.0,0.0,0.0
672614.4800_508425.5950,672614.48,508425.595,0.0,,0,0.0,0.0,0.0,10.0,1771.6218,1,0.0,0.625,16.0
672614.7700_532850.6200,672614.77,532850.62,0.0,,0,0.0,0.0,0.0,1.0,3933.2783,1,0.0,1.0,0.0
672615.0350_563095.6250,672615.035,563095.625,0.0,,0,0.0,0.0,0.0,0.0,3540.2579,1,0.0,0.0,4.0
672615.0650_509834.1200,672615.065,509834.12,0.0,,0,0.0,0.0,0.0,0.0,2182.9862,1,0.0,0.0,0.0
672615.2650_508485.5900,672615.265,508485.59,0.0,,0,0.0,0.0,0.0,4.0,6176.4198,1,0.0,0.5714,7.0
672618.4100_508725.5700,672618.41,508725.57,0.0,,0,0.0,0.0,0.0,0.0,4327.7881,1,0.0,0.0,0.0
672619.6250_490909.0750,672619.625,490909.075,0.0,,0,0.0,0.0,0.0,0.0,10705.0184,1,0.0,0.0,0.0
672619.6600_552849.9600,672619.66,552849.96,0.0,,0,0.0,0.0,0.0,0.0,11558.3226,1,0.0,0.0,0.0
672620.7650_508905.5550,672620.765,508905.555,0.0,,0,0.0,0.0,0.0,0.0,10619.1835,1,0.0,0.0,0.0
672622.0000_497820.2400,672622.0,497820.24,0.0,,0,0.0,0.0,0.0,7.0,11714.7232,1,0.0,0.4667,15.0
672625.6050_497720.1950,672625.605,497720.195,0.0,,0,0.0,0.0,0.0,2.0,9322.0359,1,0.0,0.5,4.0
672627.0250_485049.7150,672627.025,485049.715,0.0,,0,0.0,0.0,0.0,0.0,3329.9853,1,0.0,0.0,0.0
672628.3050_497620.1600,672628.305,497620.16,0.0,,0,0.0,0.0,0.0,0.0,584.7317,1,0.0,0.0,0.0
672630.5900_497341.5700,672630.59,497341.57,0.0,,0,0.0,0.0,0.0,2.0,8110.1822,1,0.0,0.6667,3.0
672631.7350_530357.5550,672631.735,530357.555,0.0,,0,0.0,0.0,0.0,1.0,1599.093,1,0.0,1.0,0.0
672631.8750_491062.9200,672631.875,491062.92,0.0,,0,0.0,0.0,0.0,0.0,6677.864,1,0.0,0.0,0.0
672633.1650_527760.0700,672633.165,527760.07,0.0,,0,0.0,0.0,0.0,0.0,8753.2673,1,0.0,0.0,0.0
672633.2300_533410.1500,672633.23,533410.15,0.0,,0,0.0,0.0,0.0,0.0,12970.6756,1,0.0,0.0,0.0
672635.2200_522530.0350,672635.22,522530.035,0.0,,0,0.0,0.0,0.0,0.0,7323.2381,1,0.0,0.0,0.0
672635.7650_544565.5200,672635.765,544565.52,0.0,,0,0.0,0.0,0.0,1.0,13034.686,1,0.0,0.5,0.0
672636.0350_549981.3300,672636.035,549981.33,0.0,,0,0.0,0.0,0.0,2.0,13603.85,1,0.0,0.4,5.0
672636.0500_564991.5150,672636.05,564991.515,0.0,,0,0.0,0.0,0.0,0.0,5651.3509,1,0.0,0.0,0.0
672640.1300_531068.4150,672640.13,531068.415,0.0,,0,0.0,0.0,0.0,0.0,2851.4214,1,0.0,0.0,0.0
672640.8100_486468.1150,672640.81,486468.115,0.0,,0,0.0,0.0,0.0,1.0,2013.1645,1,0.0,1.0,0.0
672641.8750_531567.3000,672641.875,531567.3,0.0,,0,0.0,0.0,0.0,2.0,10977.3669,1,0.0,0.6667,3.0
672642.5450_500963.3050,672642.545,500963.305,0.0,,0,0.0,0.0,0.0,0.0,10687.1577,1,0.0,0.0,4.0
672643.7500_541986.9000,672643.75,541986.9,0.0,,0,0.0,0.0,0.0,0.0,9316.4768,1,0.0,0.0,4.0
672648.0350_513737.5700,672648.035,513737.57,0.0,,0,0.0,0.0,0.0,0.0,7992.6017,1,0.0,0.0,3.0
672648.8800_533871.4400,672648.88,533871.44,0.0,,0,0.0,0.0,0.0,0.0,10459.7209,1,0.0,0.0,0.0
672655.9000_563190.3400,672655.9,563190.34,0.0,,0,0.0,0.0,0.0,0.0,6629.5494,1,0.0,0.0,0.0
672657.2000_564295.8650,672657.2,564295.865,0.0,,0,0.0,0.0,0.0,0.0,9077.0381,1,0.0,0.0,3.0
672658.3200_502188.6150,672658.32,502188.615,0.0,,0,0.0,0.0,0.0,0.0,11304.3181,1,0.0,0.0,0.0
672659.4250_509377.7400,672659.425,509377.74,0.0,,0,0.0,0.0,0.0,0.0,12371.7206,1,0.0,0.0,0.0
672661.2400_500561.9150,672661.24,500561.915,0.0,,0,0.0,0.0,0.0,2.0,8024.5932,1,0.0,0.5,4.0
672661.8700_534459.1600,672661.87,534459.16,0.0,,0,0.0,0.0,0.0,0.0,13373.9446,1,0.0,0.0,0.0
672663.2450_504688.1250,672663.245,504688.125,0.0,,0,0.0,0.0,0.0,0.0,13486.7416,1,0.0,0.0,0.0
672665.5400_553362.9850,672665.54,553362.985,0.0,,0,0.0,0.0,0.0,0.0,6791.3408,1,0.0,0.0,0.0
672668.8750_525530.5800,672668.875,525530.58,0.0,,0,0.0,0.0,0.0,1.0,16871.084,1,0.0,0.5,0.0
672669.7750_510968.3750,672669.775,510968.375,0.0,,0,0.0,0.0,0.0,0.0,5918.3964,1,0.0,0.0,0.0
672670.3700_563222.7450,672670.37,563222.745,0.0,,0,0.0,0.0,0.0,0.0,10504.5485,1,0.0,0.0,0.0
672670.7600_514068.9400,672670.76,514068.94,0.0,,0,0.0,0.0,0.0,0.0,12011.0787,1,0.0,0.0,0.0
672671.7800_525940.6350,672671.78,525940.635,0.0,,0,0.0,0.0,0.0,1.0,12848.9768,1,0.0,1.0,0.0
672673.2250_533409.7100,672673.225,533409.71,0.0,,0,0.0,0.0,0.0,1.0,16759.2485,1,0.0,0.5,0.0
672673.8450_530146.0850,672673.845,530146.085,0.0,,0,0.0,0.0,0.0,0.0,14754.7003,1,0.0,0.0,0.0
672674.9750_476845.5700,672674.975,476845.57,0.0,,0,0.0,0.0,0.0,2.0,12898.1451,1,0.0,0.6667,3.0
672676.5600_552124.2200,672676.56,552124.22,0.0,,0,0.0,0.0,0.0,0.0,16548.9585,1,0.0,0.0,3.0
672677.3450_509603.4550,672677.345,509603.455,0.0,,0,0.0,0.0,0.0,0.0,12825.5199,1,0.0,0.0,0.0
672679.7550_549997.3900,672679.755,549997.39,0.0,,0,0.0,0.0,0.0,0.0,18557.7648,1,0.0,0.0,0.0
672680.0500_509832.6600,672680.05,509832.66,0.0,,0,0.0,0.0,0.0,0.0,6209.5182,1,0.0,0.0,0.0
672680.2700_563821.2600,672680.27,563821.26,0.0,,0,0.0,0.0,0.0,0.0,6762.962,1,0.0,0.0,0.0
672686.6950_533602.5600,672686.695,533602.56,0.0,,0,0.0,0.0,0.0,0.0,6633.6377,1,0.0,0.0,6.0
672688.6150_510144.2550,672688.615,510144.255,0.0,,0,0.0,0.0,0.0,0.0,9957.6429,1,0.0,0.0,0.0
672689.4650_484775.8300,672689.465,484775.83,0.0,,0,0.0,0.0,0.0,0.0,14523.2251,1,0.0,0.0,0.0
672689.7700_529819.6750,672689.77,529819.675,0.0,,0,0.0,0.0,0.0,0.0,18623.5807,1,0.0,0.0,0.0
672690.6750_552897.0150,672690.675,552897.015,0.0,,0,0.0,0.0,0.0,0.0,17787.8708,1,0.0,0.0,0.0
672691.2900_563636.3150,672691.29,563636.315,0.0,,0,0.0,0.0,0.0,0.0,16469.9935,1,0.0,0.0,0.0
672691.4150_510344.2450,672691.415,510344.245,0.0,,0,0.0,0.0,0.0,1.0,15357.9073,1,0.0,1.0,0.0
672694.3200_526801.0800,672694.32,526801.08,0.0,,0,0.0,0.0,0.0,0.0,7906.2729,1,0.0,0.0,3.0
672704.3050_535509.2000,672704.305,535509.2,0.0,,0,0.0,0.0,0.0,0.0,12814.0764,1,0.0,0.0,3.0
672707.2000_564295.4500,672707.2,564295.45,0.0,,0,0.0,0.0,0.0,0.0,11978.9101,1,0.0,0.0,0.0
672708.1050_485314.3850,672708.105,485314.385,0.0,,0,0.0,0.0,0.0,0.0,10682.5742,1,0.0,0.0,0.0
672710.6050_492000.4800,672710.605,492000.48,0.0,,0,0.0,0.0,0.0,0.0,16590.3413,1,0.0,0.0,0.0
672713.0900_542641.4000,672713.09,542641.4,0.0,,0,0.0,0.0,0.0,1.0,9830.7557,1,0.0,0.2,5.0
672713.2300_533409.3000,672713.23,533409.3,0.0,,0,0.0,0.0,0.0,0.0,16947.5961,1,0.0,0.0,0.0
672715.6200_505527.0700,672715.62,505527.07,0.0,,0,0.0,0.0,0.0,0.0,9763.1745,1,0.0,0.0,8.0
672716.5050_553293.5900,672716.505,553293.59,0.0,,0,0.0,0.0,0.0,1.0,14743.9195,1,0.0,1.0,0.0
672721.4150_549335.1650,672721.415,549335.165,0.0,,0,0.0,0.0,0.0,0.0,14594.8028,1,0.0,0.0,0.0
672723.0750_513736.0250,672723.075,513736.025,0.0,,0,0.0,0.0,0.0,0.0,12566.4075,1,0.0,0.0,0.0
672724.8400_532667.7200,672724.84,532667.72,0.0,,0,0.0,0.0,0.0,1.0,15217.4344,1,0.0,1.0,0.0
672726.7600_520269.4050,672726.76,520269.405,0.0,,0,0.0,0.0,0.0,1.0,11173.9116,1,0.0,1.0,0.0
672739.5450_489098.6650,672739.545,489098.665,0.0,,0,0.0,0.0,0.0,2.0,14179.2714,1,0.0,0.6667,3.0
672740.9200_533604.4000,672740.92,533604.4,0.0,,0,0.0,0.0,0.0,0.0,12567.8042,1,0.0,0.0,0.0
672743.9450_536750.2400,672743.945,536750.24,0.0,,0,0.0,0.0,0.0,0.0,13701.2951,1,0.0,0.0,3.0
672744.8300_509601.9650,672744.83,509601.965,0.0,,0,0.0,0.0,0.0,0.0,13729.1526,1,0.0,0.0,0.0
672748.4650_533848.7800,672748.465,533848.78,0.0,,0,0.0,0.0,0.0,0.0,13661.9923,1,0.0,0.0,0.0
672748.7600_510903.5050,672748.76,510903.505,0.0,,0,0.0,0.0,0.0,1.0,13445.7345,1,0.0,1.0,0.0
672749.4850_502662.3300,672749.485,502662.33,0.0,,0,0.0,0.0,0.0,0.0,13508.3848,1,0.0,0.0,0.0
672749.9850_533691.8650,672749.985,533691.865,0.0,,0,0.0,0.0,0.0,0.0,13564.6751,1,0.0,0.0,0.0
672750.7450_533734.1100,672750.745,533734.11,0.0,,0,0.0,0.0,0.0,1.0,13522.9626,1,0.0,1.0,0.0
672754.1350_531864.3350,672754.135,531864.335,0.0,,0,0.0,0.0,0.0,1.0,13850.7453,1,0.0,0.5,0.0
672755.2050_532575.3550,672755.205,532575.355,0.0,,0,0.0,0.0,0.0,0.0,13990.2916,1,0.0,0.0,0.0
672757.5800_511416.3750,672757.58,511416.375,0.0,,0,0.0,0.0,0.0,0.0,13088.443,1,0.0,0.0,6.0
672759.3200_535995.4850,672759.32,535995.485,0.0,,0,0.0,0.0,0.0,2.0,12770.7818,1,0.0,0.4,5.0
672760.6550_489470.9850,672760.655,489470.985,0.0,,0,0.0,0.0,0.0,1.0,12668.661,1,0.0,1.0,0.0
672761.6500_489575.0600,672761.65,489575.06,0.0,,0,0.0,0.0,0.0,4.0,12885.7577,1,0.0,0.8,5.0
672761.8500_512011.2650,672761.85,512011.265,0.0,,0,0.0,0.0,0.0,0.0,14881.1756,1,0.0,0.0,0.0
672762.4750_530025.1250,672762.475,530025.125,0.0,,0,0.0,0.0,0.0,0.0,14920.4044,1,0.0,0.0,4.0
672763.5200_541986.9700,672763.52,541986.97,0.0,,0,0.0,0.0,0.0,0.0,13374.1016,1,0.0,0.0,0.0
672774.6300_544775.2950,672774.63,544775.295,0.0,,0,0.0,0.0,0.0,0.0,16302.3566,1,0.0,0.0,0.0
672778.0000_490974.5900,672778.0,490974.59,0.0,,0,0.0,0.0,0.0,0.0,10617.3168,1,0.0,0.0,0.0
672780.0700_554165.0350,672780.07,554165.035,0.0,,0,0.0,0.0,0.0,0.0,16153.0744,1,0.0,0.0,0.0
672780.1600_506244.9900,672780.16,506244.99,0.0,,0,0.0,0.0,0.0,1.0,16850.7859,1,0.0,0.3333,3.0
672780.2300_514683.3450,672780.23,514683.345,0.0,,0,0.0,0.0,0.0,0.0,10579.6592,1,0.0,0.0,0.0
672781.3500_514221.1650,672781.35,514221.165,0.0,,0,0.0,0.0,0.0,0.0,15420.369,1,0.0,0.0,0.0
672781.4500_531776.2950,672781.45,531776.295,0.0,,0,0.0,0.0,0.0,0.0,15946.6548,1,0.0,0.0,0.0
672781.6200_542759.8550,672781.62,542759.855,0.0,,0,0.0,0.0,0.0,2.0,10532.4022,1,0.0,0.2,10.0
672781.7800_554005.7100,672781.78,554005.71,0.0,,0,0.0,0.0,0.0,0.0,11126.8245,1,0.0,0.0,0.0
672782.3000_485070.1150,672782.3,485070.115,0.0,,0,0.0,0.0,0.0,0.0,14936.4064,1,0.0,0.0,4.0
672782.8900_544103.7100,672782.89,544103.71,0.0,,0,0.0,0.0,0.0,1.0,15325.2309,1,0.0,0.2,5.0
672783.7450_506852.9750,672783.745,506852.975,0.0,,0,0.0,0.0,0.0,0.0,11284.1215,1,0.0,0.0,0.0
672783.9550_506679.9750,672783.955,506679.975,0.0,,0,0.0,0.0,0.0,0.0,14351.705,1,0.0,0.0,0.0
672785.4000_544189.5900,672785.4,544189.59,0.0,,0,0.0,0.0,0.0,0.0,10515.9138,1,0.0,0.0,0.0
672785.7150_515167.6200,672785.715,515167.62,0.0,,0,0.0,0.0,0.0,0.0,13072.8701,1,0.0,0.0,0.0
672786.2350_527300.5450,672786.235,527300.545,0.0,,0,0.0,0.0,0.0,7.0,9621.1434,1,0.0,0.3684,19.0
672787.4900_507016.4300,672787.49,507016.43,0.0,,0,0.0,0.0,0.0,5.0,15911.6496,1,0.0,0.4545,11.0
672790.1500_512868.0100,672790.15,512868.01,0.0,,0,0.0,0.0,0.0,0.0,10157.7275,1,0.0,0.0,0.0
672790.9200_507204.2500,672790.92,507204.25,0.0,,0,0.0,0.0,0.0,1.0,10303.8701,1,0.0,1.0,0.0
672791.9350_531119.2650,672791.935,531119.265,0.0,,0,0.0,0.0,0.0,1.0,17223.0896,1,0.0,1.0,0.0
672792.5800_563473.6300,672792.58,563473.63,0.0,,0,0.0,0.0,0.0,3.0,17593.9107,1,0.0,0.2308,13.0
672792.6000_507296.2350,672792.6,507296.235,0.0,,0,0.0,0.0,0.0,1.0,16415.7056,1,0.0,0.3333,3.0
672793.3650_533603.1700,672793.365,533603.17,0.0,,0,0.0,0.0,0.0,0.0,18151.2189,1,0.0,0.0,0.0
672793.9700_533408.2400,672793.97,533408.24,0.0,,0,0.0,0.0,0.0,0.0,9048.9585,1,0.0,0.0,0.0
672798.1100_513734.4850,672798.11,513734.485,0.0,,0,0.0,0.0,0.0,0.0,13124.2793,1,0.0,0.0,0.0
672802.4200_513210.4350,672802.42,513210.435,0.0,,0,0.0,0.0,0.0,0.0,10140.5229,1,0.0,0.0,0.0
672803.0250_507867.1350,672803.025,507867.135,0.0,,0,0.0,0.0,0.0,0.0,7700.128,1,0.0,0.0,0.0
672805.4650_508423.0950,672805.465,508423.095,0.0,,0,0.0,0.0,0.0,0.0,19093.6592,1,0.0,0.0,0.0
672805.5150_542477.4150,672805.515,542477.415,0.0,,0,0.0,0.0,0.0,0.0,8683.5076,1,0.0,0.0,0.0
672805.6200_508009.0950,672805.62,508009.095,0.0,,0,0.0,0.0,0.0,1.0,15869.6254,1,0.0,0.3333,3.0
672806.1850_542009.3350,672806.185,542009.335,0.0,,0,0.0,0.0,0.0,0.0,9943.9514,1,0.0,0.0,0.0
672806.2500_508483.0900,672806.25,508483.09,0.0,,0,0.0,0.0,0.0,0.0,13658.0508,1,0.0,0.0,0.0
672807.0350_508543.0850,672807.035,508543.085,0.0,,0,0.0,0.0,0.0,0.0,8964.4542,1,0.0,0.0,3.0
672808.0250_505712.1850,672808.025,505712.185,0.0,,0,0.0,0.0,0.0,0.0,7114.9586,1,0.0,0.0,0.0
672808.3250_508152.0600,672808.325,508152.06,0.0,,0,0.0,0.0,0.0,3.0,11115.3399,1,0.0,0.6,5.0
672809.0350_508663.6200,672809.035,508663.62,0.0,,0,0.0,0.0,0.0,0.0,10140.0832,1,0.0,0.0,0.0
672809.1700_508723.8650,672809.17,508723.865,0.0,,0,0.0,0.0,0.0,0.0,15305.9557,1,0.0,0.0,0.0
672811.7500_508903.0550,672811.75,508903.055,0.0,,0,0.0,0.0,0.0,0.0,8575.8155,1,0.0,0.0,0.0
672812.5350_508963.0500,672812.535,508963.05,0.0,,0,0.0,0.0,0.0,1.0,6683.605,1,0.0,0.5,0.0
672813.3550_509025.5450,672813.355,509025.545,0.0,,0,0.0,0.0,0.0,1.0,10001.5386,1,0.0,0.1667,6.0
672814.1700_509088.0400,672814.17,509088.04,0.0,,0,0.0,0.0,0.0,1.0,15524.6095,1,0.0,0.3333,3.0
672814.9550_509148.0350,672814.955,509148.035,0.0,,0,0.0,0.0,0.0,1.0,18388.9646,1,0.0,0.5,0.0
672817.1300_563783.7300,672817.13,563783.73,0.0,,0,0.0,0.0,0.0,0.0,13128.7196,1,0.0,0.0,0.0
672817.9350_509375.5150,672817.935,509375.515,0.0,,0,0.0,0.0,0.0,0.0,8890.6409,1,0.0,0.0,0.0
672818.8450_563502.1400,672818.845,563502.14,0.0,,0,0.0,0.0,0.0,0.0,18508.2093,1,0.0,0.0,0.0
672821.3650_534012.0300,672821.365,534012.03,0.0,,0,0.0,0.0,0.0,0.0,15891.7233,1,0.0,0.0,0.0
672823.1000_541512.0850,672823.1,541512.085,0.0,,0,0.0,0.0,0.0,0.0,17225.5127,1,0.0,0.0,0.0
672823.5300_534207.2500,672823.53,534207.25,0.0,,0,0.0,0.0,0.0,0.0,7830.859,1,0.0,0.0,0.0
672825.2100_542604.4400,672825.21,542604.44,0.0,,0,0.0,0.0,0.0,0.0,17835.2324,1,0.0,0.0,0.0
672829.6950_564294.4350,672829.695,564294.435,0.0,,0,0.0,0.0,0.0,0.0,11469.386,1,0.0,0.0,0.0
672829.8500_511182.6750,672829.85,511182.675,0.0,,0,0.0,0.0,0.0,0.0,8666.2391,1,0.0,0.0,5.0
672830.1950_564562.3600,672830.195,564562.36,0.0,,0,0.0,0.0,0.0,0.0,17236.8668,1,0.0,0.0,0.0
672830.5900_553700.1550,672830.59,553700.155,0.0,,0,0.0,0.0,0.0,0.0,12079.0179,1,0.0,0.0,0.0
672843.5200_526107.5550,672843.52,526107.555,0.0,,0,0.0,0.0,0.0,1.0,13073.552,1,0.0,0.3333,3.0
672843.9000_513375.5650,672843.9,513375.565,0.0,,0,0.0,0.0,0.0,1.0,10856.6077,1,0.0,1.0,0.0
672847.0850_531529.2500,672847.085,531529.25,0.0,,0,0.0,0.0,0.0,0.0,10910.702,1,0.0,0.0,0.0
672848.2850_501900.7150,672848.285,501900.715,0.0,,0,0.0,0.0,0.0,3.0,14284.5598,1,0.0,0.6,5.0
672851.0450_501960.5500,672851.045,501960.55,0.0,,0,0.0,0.0,0.0,0.0,14401.8942,1,0.0,0.0,0.0
672851.9450_513985.3250,672851.945,513985.325,0.0,,0,0.0,0.0,0.0,1.0,2391.9363,1,0.0,0.5,0.0
672852.6200_502014.0300,672852.62,502014.03,0.0,,0,0.0,0.0,0.0,2.0,10132.7544,1,0.0,0.4,5.0
672854.7500_502118.9350,672854.75,502118.935,0.0,,0,0.0,0.0,0.0,1.0,1986.8984,1,0.0,0.3333,3.0
672855.2650_514227.5100,672855.265,514227.51,0.0,,0,0.0,0.0,0.0,5.0,12209.4824,1,0.0,0.3846,13.0
672867.3250_510140.1800,672867.325,510140.18,0.0,,0,0.0,0.0,0.0,0.0,9778.2558,1,0.0,0.0,0.0
672868.4000_502476.8600,672868.4,502476.86,0.0,,0,0.0,0.0,0.0,0.0,494.6569,1,0.0,0.0,0.0
672873.5800_527367.8900,672873.58,527367.89,0.0,,0,0.0,0.0,0.0,0.0,4974.0361,1,0.0,0.0,0.0
672873.9000_501799.1250,672873.9,501799.125,0.0,,0,0.0,0.0,0.0,1.0,4174.4496,1,0.0,0.3333,3.0
672873.9400_563566.6650,672873.94,563566.665,0.0,,0,0.0,0.0,0.0,0.0,9401.2145,1,0.0,0.0,0.0
672874.4900_550131.4400,672874.49,550131.44,0.0,,0,0.0,0.0,0.0,1.0,11356.1803,1,0.0,0.5,0.0
672874.7000_552576.6300,672874.7,552576.63,0.0,,0,0.0,0.0,0.0,0.0,5718.7688,1,0.0,0.0,3.0
672893.1000_484557.7450,672893.1,484557.745,0.0,,0,0.0,0.0,0.0,0.0,6797.1649,1,0.0,0.0,0.0
672899.0500_533808.5050,672899.05,533808.505,0.0,,0,0.0,0.0,0.0,2.0,3154.0876,1,0.0,0.2857,7.0
672900.4650_563597.3350,672900.465,563597.335,0.0,,0,0.0,0.0,0.0,0.0,6184.4711,1,0.0,0.0,0.0
672900.6050_543809.3200,672900.605,543809.32,0.0,,0,0.0,0.0,0.0,1.0,5529.6811,1,0.0,0.0667,15.0
